date,closing_price,prev_price_diff,opening_price,high_price,low_price,volume,company_name
1997.05.24,"61,600",300,"62,000","62,500","61,200","32,220",삼성전자
1997.05.23,"61,900",600,"62,500","62,500","61,500","67,860",삼성전자
1997.05.22,"62,500","1,000","63,700","63,700","61,000","76,410",삼성전자
1997.05.21,"63,500","1,500","65,000","65,000","63,200","121,030",삼성전자
1997.05.20,"65,000","1,700","64,000","65,000","63,300","265,880",삼성전자
1997.05.19,"63,300",500,"63,100","63,500","61,800","126,430",삼성전자
1997.05.17,"62,800",200,"63,100","63,500","62,000","56,860",삼성전자
1997.05.16,"63,000",600,"63,500","64,000","62,800","168,390",삼성전자
1997.05.15,"63,600","1,800","62,000","64,200","61,900","188,280",삼성전자
1997.05.13,"61,800",800,"61,100","61,800","60,200","75,720",삼성전자
1997.05.12,"61,000","1,100","60,600","61,600","60,100","106,040",삼성전자
1997.05.10,"59,900",0,"60,000","60,900","59,800","45,330",삼성전자
1997.05.09,"59,900",600,"59,500","60,000","59,000","80,550",삼성전자
1997.05.08,"59,300","1,700","60,900","60,900","59,300","72,610",삼성전자
1997.05.07,"61,000",400,"61,000","61,200","60,600","67,110",삼성전자
1997.05.06,"61,400",300,"61,100","61,500","60,800","93,290",삼성전자
1997.05.03,"61,100",200,"61,300","61,500","60,600","67,197",삼성전자
1997.05.02,"61,300",700,"64,300","64,300","59,000","2,957,110",삼성전자
1997.04.30,"60,600",500,"60,900","61,100","60,000","131,410",삼성전자
1997.04.29,"61,100",400,"61,500","61,500","60,400","131,070",삼성전자
1997.04.28,"61,500",500,"62,000","62,000","61,000","95,340",삼성전자
1997.04.26,"61,000","2,500","58,600","61,000","58,500","81,190",삼성전자
1997.04.25,"58,500","1,100","59,500","59,500","58,300","77,790",삼성전자
1997.04.24,"59,600",0,"60,000","60,500","59,100","82,990",삼성전자
1997.04.23,"59,600",400,"60,000","60,400","59,200","84,551",삼성전자
1997.04.22,"60,000","1,500","61,500","61,700","60,000","70,210",삼성전자
1997.04.21,"61,500",900,"62,500","62,900","61,500","76,890",삼성전자
1997.04.19,"62,400","2,200","60,500","62,400","60,500","48,690",삼성전자
1997.04.18,"60,200",800,"61,300","61,700","59,500","98,810",삼성전자
1997.04.17,"61,000",900,"61,500","61,800","60,300","122,360",삼성전자
1997.04.16,"61,900",600,"61,600","62,000","61,000","127,780",삼성전자
1997.04.15,"62,500",900,"63,700","64,000","62,500","100,500",삼성전자
1997.04.14,"63,400",800,"62,600","63,900","62,600","107,090",삼성전자
1997.04.12,"62,600",300,"63,100","64,000","62,600","58,130",삼성전자
1997.04.11,"62,900",0,"62,900","63,500","62,100","103,290",삼성전자
1997.04.10,"62,900","1,600","64,500","64,500","62,000","86,120",삼성전자
1997.04.09,"64,500",300,"64,200","64,700","64,000","173,280",삼성전자
1997.04.08,"64,200",400,"64,300","65,000","63,800","238,730",삼성전자
1997.04.07,"63,800","1,800","62,000","64,300","61,500","172,980",삼성전자
1997.04.04,"62,000",0,"62,000","62,500","61,500","111,430",삼성전자
1997.04.03,"62,000",100,"61,800","63,200","61,500","158,570",삼성전자
1997.04.02,"61,900","1,900","59,800","62,900","59,500","249,280",삼성전자
1997.04.01,"60,000",100,"60,400","61,200","59,100","203,480",삼성전자
1997.03.31,"59,900",700,"59,700","59,900","57,800","161,770",삼성전자
1997.03.29,"59,200",800,"58,400","60,600","57,400","88,160",삼성전자
1997.03.28,"58,400",400,"58,000","59,500","57,600","176,870",삼성전자
1997.03.27,"58,000","2,000","59,500","60,000","58,000","148,690",삼성전자
1997.03.26,"60,000",500,"60,600","61,500","59,200","298,387",삼성전자
1997.03.25,"60,500","3,800","57,500","61,000","57,200","253,810",삼성전자
1997.03.24,"56,700","1,500","57,000","57,800","55,900","157,100",삼성전자
1997.03.22,"55,200",600,"55,400","56,200","55,200","43,730",삼성전자
1997.03.21,"55,800",800,"55,600","56,500","55,100","95,580",삼성전자
1997.03.20,"56,600","1,100","55,000","57,000","54,200","116,630",삼성전자
1997.03.19,"55,500",500,"55,500","55,600","54,000","56,270",삼성전자
1997.03.18,"56,000","1,000","55,500","56,000","54,700","99,602",삼성전자
1997.03.17,"55,000","2,000","54,600","55,000","53,500","64,070",삼성전자
1997.03.15,"53,000","1,300","51,700","53,000","51,700","35,040",삼성전자
1997.03.14,"51,700",800,"53,000","53,000","51,500","65,100",삼성전자
1997.03.13,"52,500","1,200","54,000","54,000","52,000","98,465",삼성전자
1997.03.12,"53,700","1,700","52,100","54,500","52,100","60,080",삼성전자
1997.03.11,"52,000",800,"52,600","52,600","51,800","73,980",삼성전자
1997.03.10,"52,800","1,400","54,000","54,200","52,800","61,428",삼성전자
1997.03.08,"54,200","1,000","55,200","55,800","54,200","201,730",삼성전자
1997.03.07,"55,200",700,"55,000","56,000","54,700","56,770",삼성전자
1997.03.06,"54,500",500,"54,800","55,900","54,000","65,680",삼성전자
1997.03.05,"55,000","1,500","56,000","56,500","54,600","153,750",삼성전자
1997.03.04,"56,500","1,100","57,500","57,600","55,600","92,870",삼성전자
1997.03.03,"57,600",400,"58,000","58,600","57,500","73,860",삼성전자
1997.02.28,"58,000",700,"57,300","59,000","56,300","148,450",삼성전자
1997.02.27,"57,300",100,"57,200","58,000","56,200","81,090",삼성전자
1997.02.26,"57,200",200,"57,000","59,900","56,600","227,060",삼성전자
1997.02.25,"57,000","3,200","54,500","57,500","53,300","109,130",삼성전자
1997.02.24,"53,800",500,"54,800","55,700","53,500","81,070",삼성전자
1997.02.22,"54,300","1,300","52,500","54,500","51,500","124,900",삼성전자
1997.02.21,"53,000","3,600","56,000","56,500","52,500","143,230",삼성전자
1997.02.20,"56,600",900,"57,000","58,000","56,200","88,710",삼성전자
1997.02.19,"57,500",600,"57,000","57,600","56,500","104,330",삼성전자
1997.02.18,"56,900",900,"56,000","57,800","55,500","164,930",삼성전자
1997.02.17,"56,000","2,500","58,000","58,300","55,800","171,950",삼성전자
1997.02.15,"58,500","1,000","60,000","60,500","58,300","77,700",삼성전자
1997.02.14,"59,500",500,"59,500","61,000","59,000","187,570",삼성전자
1997.02.13,"59,000","2,700","56,500","60,800","56,500","323,720",삼성전자
1997.02.12,"56,300","1,600","54,400","57,500","54,200","241,110",삼성전자
1997.02.11,"54,700",800,"54,000","54,700","53,000","130,180",삼성전자
1997.02.10,"53,900","1,600","52,300","53,900","52,000","105,570",삼성전자
1997.02.06,"52,300",200,"52,000","52,600","50,500","140,231",삼성전자
1997.02.05,"52,100",300,"53,400","54,000","51,400","264,930",삼성전자
1997.02.04,"52,400","3,800","49,600","52,400","49,500","908,410",삼성전자
1997.02.03,"48,600","1,800","46,800","49,500","46,500","177,180",삼성전자
1997.02.01,"46,800",300,"47,100","47,500","46,100","56,190",삼성전자
1997.01.31,"47,100",0,"47,300","47,900","47,100","124,380",삼성전자
1997.01.30,"47,100",0,"47,900","47,900","46,200","114,020",삼성전자
1997.01.29,"47,100","1,600","46,400","48,000","45,800","194,020",삼성전자
1997.01.28,"45,500","2,500","43,000","46,400","42,600","181,900",삼성전자
1997.01.27,"43,000","1,700","44,600","44,600","43,000","41,010",삼성전자
1997.01.25,"44,700",700,"44,300","45,700","44,300","47,620",삼성전자
1997.01.24,"44,000",400,"41,900","44,600","41,900","98,260",삼성전자
1997.01.23,"43,600",600,"44,200","44,900","43,300","74,200",삼성전자
1997.01.22,"44,200","1,300","45,300","45,300","44,000","81,910",삼성전자
1997.01.21,"45,500","1,600","47,500","47,500","45,200","81,800",삼성전자
1997.01.20,"47,100","2,100","45,000","47,500","45,000","91,310",삼성전자
1997.01.18,"45,000","1,500","46,800","46,800","44,900","79,770",삼성전자
1997.01.17,"46,500","1,800","48,300","48,300","46,100","99,780",삼성전자
1997.01.16,"48,300",500,"48,800","48,900","47,500","683,610",삼성전자
1997.01.15,"48,800","1,300","48,000","49,900","47,800","180,490",삼성전자
1997.01.14,"47,500","3,500","44,000","47,500","44,000","117,980",삼성전자
1997.01.13,"44,000","1,000","43,000","45,000","42,300","88,350",삼성전자
1997.01.11,"43,000",700,"42,200","43,000","42,000","48,890",삼성전자
1997.01.10,"42,300",300,"41,100","42,900","41,100","79,310",삼성전자
1997.01.09,"42,000",0,"41,400","42,500","40,500","98,850",삼성전자
1997.01.08,"42,000","2,700","39,500","42,000","39,100","148,090",삼성전자
1997.01.07,"39,300",700,"40,000","40,900","39,000","73,800",삼성전자
1997.01.06,"40,000",500,"40,000","40,000","38,600","134,770",삼성전자
1997.01.04,"40,500","3,500","40,500","43,000","40,500","65,300",삼성전자
1997.01.03,"44,000","1,500","44,400","44,900","43,400","33,690",삼성전자
1996.12.27,"45,500",800,"44,500","45,500","43,500","110,940",삼성전자
1996.12.26,"44,700","1,300","46,200","46,300","44,500","72,350",삼성전자
1996.12.24,"46,000",0,"46,000","47,000","46,000","58,710",삼성전자
1996.12.23,"46,000","1,600","47,000","48,000","46,000","54,170",삼성전자
1996.12.21,"47,600","1,900","49,000","49,000","47,000","54,130",삼성전자
1996.12.20,"49,500",100,"50,000","50,800","49,500","108,540",삼성전자
1996.12.19,"49,600","3,600","48,000","49,600","47,000","124,690",삼성전자
1996.12.18,"46,000",800,"45,200","47,500","44,800","103,230",삼성전자
1996.12.17,"45,200",900,"47,000","47,000","44,200","124,990",삼성전자
1996.12.16,"46,100","3,900","49,100","49,200","46,000","110,970",삼성전자
1996.12.14,"50,000","1,600","51,600","51,600","49,500","53,477",삼성전자
1996.12.13,"51,600","1,900","53,500","53,500","49,300","89,792",삼성전자
1996.12.12,"53,500","1,500","55,000","55,500","53,000","73,341",삼성전자
1996.12.11,"55,000","1,000","57,000","57,000","55,000","79,477",삼성전자
1996.12.10,"56,000",0,"56,400","56,500","55,500","91,611",삼성전자
1996.12.09,"56,000",200,"56,400","57,900","55,500","63,980",삼성전자
1996.12.07,"56,200","1,000","57,200","57,200","56,000","42,790",삼성전자
1996.12.06,"57,200",800,"57,900","59,000","57,100","52,540",삼성전자
1996.12.05,"58,000","1,100","59,000","59,100","57,500","57,290",삼성전자
1996.12.04,"59,100",400,"59,500","60,000","59,000","44,982",삼성전자
1996.12.03,"59,500",600,"60,000","61,000","59,500","50,572",삼성전자
1996.12.02,"60,100",200,"59,700","60,100","59,500","18,550",삼성전자
1996.11.30,"60,300","1,000","61,100","61,100","60,300","18,300",삼성전자
1996.11.29,"61,300","1,200","62,500","62,500","61,200","23,302",삼성전자
1996.11.28,"62,500","2,200","60,300","64,000","60,200","163,537",삼성전자
1996.11.27,"60,300",500,"60,800","61,000","60,000","46,011",삼성전자
1996.11.26,"60,800","1,100","59,000","60,800","59,000","46,705",삼성전자
1996.11.25,"59,700","1,300","60,500","61,000","58,600","40,381",삼성전자
1996.11.22,"61,000","1,900","62,900","62,900","60,600","49,510",삼성전자
1996.11.21,"62,900",300,"62,600","63,500","62,500","99,370",삼성전자
1996.11.20,"62,600",0,"62,500","63,000","62,400","41,810",삼성전자
1996.11.19,"62,600",100,"62,700","63,400","62,500","27,550",삼성전자
1996.11.18,"62,700",300,"63,000","63,900","62,500","46,520",삼성전자
1996.11.16,"63,000","1,000","64,000","64,000","63,000","29,280",삼성전자
1996.11.15,"64,000",0,"63,800","64,900","63,000","54,350",삼성전자
1996.11.14,"64,000","1,200","64,100","65,200","63,900","69,510",삼성전자
1996.11.13,"65,200","1,700","66,900","67,000","65,000","97,830",삼성전자
1996.11.12,"66,900","2,900","65,000","67,600","65,000","135,350",삼성전자
1996.11.11,"64,000","1,000","65,000","65,000","62,600","72,590",삼성전자
1996.11.09,"65,000","2,100","63,800","65,800","63,600","120,160",삼성전자
1996.11.08,"62,900","1,900","61,000","64,500","61,000","142,540",삼성전자
1996.11.07,"61,000","2,000","63,600","63,900","61,000","91,950",삼성전자
1996.11.06,"63,000","2,300","61,000","63,000","60,900","96,860",삼성전자
1996.11.05,"60,700","1,500","60,100","61,000","58,500","131,250",삼성전자
1996.11.04,"59,200","2,100","61,200","61,300","59,000","30,750",삼성전자
1996.11.02,"61,300",200,"63,000","63,000","61,000","34,760",삼성전자
1996.11.01,"61,500","3,400","59,100","61,500","58,600","62,410",삼성전자
1996.10.31,"58,100",0,"58,100","58,100","57,100","58,240",삼성전자
1996.10.30,"58,100","1,000","58,500","59,000","57,500","52,400",삼성전자
1996.10.29,"59,100","1,800","60,000","60,500","59,100","63,100",삼성전자
1996.10.28,"60,900","1,100","62,000","62,000","60,700","47,830",삼성전자
1996.10.26,"62,000","1,000","63,900","64,000","61,500","22,490",삼성전자
1996.10.25,"63,000",500,"63,000","63,500","60,600","62,480",삼성전자
1996.10.24,"63,500",800,"64,500","64,600","63,500","29,670",삼성전자
1996.10.23,"64,300","1,200","65,400","65,400","64,100","76,040",삼성전자
1996.10.22,"65,500",0,"65,500","66,500","64,800","37,970",삼성전자
1996.10.21,"65,500","2,000","63,500","67,500","63,500","49,730",삼성전자
1996.10.19,"67,500",500,"67,500","68,000","67,500","30,710",삼성전자
1996.10.18,"67,000",400,"66,600","69,500","66,100","45,440",삼성전자
1996.10.17,"66,600",200,"67,500","67,500","66,000","59,390",삼성전자
1996.10.16,"66,800",200,"66,600","67,300","65,200","48,330",삼성전자
1996.10.15,"66,600","2,900","68,900","69,400","66,600","67,370",삼성전자
1996.10.14,"69,500",200,"69,700","70,700","68,700","53,340",삼성전자
1996.10.12,"69,700",100,"70,300","71,000","68,800","58,210",삼성전자
1996.10.11,"69,800","1,000","71,800","71,800","69,500","79,720",삼성전자
1996.10.10,"70,800",200,"72,000","72,400","70,000","71,610",삼성전자
1996.10.09,"71,000","3,500","69,200","71,000","68,500","108,280",삼성전자
1996.10.08,"67,500","2,200","69,300","69,700","67,300","61,180",삼성전자
1996.10.07,"69,700","3,700","67,000","69,800","67,000","91,670",삼성전자
1996.10.05,"66,000","1,600","64,700","66,000","64,700","52,960",삼성전자
1996.10.04,"64,400","1,900","65,400","66,100","64,400","104,310",삼성전자
1996.10.02,"66,300",700,"69,900","69,900","65,500","128,920",삼성전자
1996.10.01,"67,000","2,200","68,600","68,600","65,100","1,934,170",삼성전자
1996.09.30,"64,800","1,000","66,800","67,300","63,800","187,640",삼성전자
1996.09.25,"63,800","3,600","60,700","63,800","60,700","236,050",삼성전자
1996.09.24,"60,200","1,300","58,900","60,300","58,900","119,280",삼성전자
1996.09.23,"58,900",600,"57,500","60,400","57,000","137,840",삼성전자
1996.09.21,"58,300",500,"58,000","59,000","58,000","37,150",삼성전자
1996.09.20,"57,800",700,"58,500","58,600","57,200","46,940",삼성전자
1996.09.19,"58,500","1,500","60,000","60,200","58,500","59,130",삼성전자
1996.09.18,"60,000","1,500","58,500","60,000","58,000","74,960",삼성전자
1996.09.17,"58,500",0,"58,900","59,200","57,000","83,060",삼성전자
1996.09.16,"58,500","1,600","57,100","59,300","57,100","140,460",삼성전자
1996.09.14,"56,900",300,"57,000","57,900","56,800","32,350",삼성전자
1996.09.13,"57,200","2,300","59,300","59,300","56,500","81,020",삼성전자
1996.09.12,"59,500",600,"60,600","61,000","59,500","102,490",삼성전자
1996.09.11,"60,100",200,"61,000","61,300","59,200","191,770",삼성전자
1996.09.10,"60,300","3,300","57,000","60,300","56,500","142,410",삼성전자
1996.09.09,"57,000","1,700","55,200","57,500","55,000","82,920",삼성전자
1996.09.07,"55,300","1,400","56,800","57,200","54,000","111,940",삼성전자
1996.09.06,"56,700","3,600","60,000","60,200","56,700","203,910",삼성전자
1996.09.05,"60,300","1,300","61,500","61,600","60,300","118,400",삼성전자
1996.09.04,"61,600",700,"62,000","62,800","61,200","124,480",삼성전자
1996.09.03,"60,900",600,"61,300","61,300","60,100","76,960",삼성전자
1996.09.02,"61,500",100,"61,500","62,000","60,500","117,670",삼성전자
1996.08.31,"61,400","2,400","63,800","63,800","61,100","52,170",삼성전자
1996.08.30,"63,800","2,600","61,700","64,000","61,700","131,790",삼성전자
1996.08.29,"61,200",300,"61,500","62,000","60,100","136,280",삼성전자
1996.08.28,"61,500",700,"62,200","63,000","59,100","136,170",삼성전자
1996.08.27,"62,200",200,"62,000","63,500","62,000","86,770",삼성전자
1996.08.26,"62,000","3,900","65,000","65,500","62,000","132,710",삼성전자
1996.08.24,"65,900","2,100","68,200","68,400","65,500","68,970",삼성전자
1996.08.23,"68,000","1,000","68,900","69,800","68,000","103,120",삼성전자
1996.08.22,"69,000","2,000","71,000","71,200","69,000","103,210",삼성전자
1996.08.21,"71,000","1,100","69,700","72,000","69,500","102,170",삼성전자
1996.08.20,"69,900",200,"69,700","70,600","69,500","80,070",삼성전자
1996.08.19,"69,700","1,200","70,900","71,000","69,600","37,710",삼성전자
1996.08.17,"70,900","1,000","71,900","71,900","70,700","36,120",삼성전자
1996.08.16,"71,900","2,300","70,600","71,900","70,300","163,250",삼성전자
1996.08.14,"69,600",800,"70,000","70,000","69,600","65,690",삼성전자
1996.08.13,"70,400",0,"70,400","70,500","69,600","137,020",삼성전자
1996.08.12,"70,400",200,"70,000","71,000","70,000","53,930",삼성전자
1996.08.10,"70,600","1,200","71,500","71,600","70,500","44,020",삼성전자
1996.08.09,"71,800","2,000","72,500","73,000","71,500","160,570",삼성전자
1996.08.08,"73,800","2,500","72,000","75,400","71,600","226,600",삼성전자
1996.08.07,"71,300",0,"71,300","71,800","71,000","61,000",삼성전자
1996.08.06,"71,300",300,"70,000","72,000","70,000","59,640",삼성전자
1996.08.05,"71,000",900,"69,900","71,000","69,800","48,640",삼성전자
1996.08.03,"70,100",0,"70,000","70,100","69,500","30,090",삼성전자
1996.08.02,"70,100",100,"70,200","70,500","69,800","67,490",삼성전자
1996.08.01,"70,200",200,"71,000","71,000","70,000","101,810",삼성전자
1996.07.31,"70,000",200,"70,200","70,500","69,700","65,220",삼성전자
1996.07.30,"70,200",600,"70,800","70,800","69,300","68,800",삼성전자
1996.07.29,"70,800",500,"70,300","71,600","70,300","57,710",삼성전자
1996.07.27,"70,300",500,"69,800","71,000","69,100","57,160",삼성전자
1996.07.26,"69,800",200,"70,000","71,000","69,600","102,560",삼성전자
1996.07.25,"70,000","2,500","71,500","71,900","69,500","123,880",삼성전자
1996.07.24,"72,500","2,200","74,800","75,500","72,500","91,300",삼성전자
1996.07.23,"74,700",300,"75,000","75,200","73,600","89,150",삼성전자
1996.07.22,"75,000","1,700","76,100","77,400","75,000","178,690",삼성전자
1996.07.20,"76,700","2,500","75,700","78,600","74,200","298,780",삼성전자
1996.07.19,"74,200","4,200","70,000","74,200","70,000","179,810",삼성전자
1996.07.18,"70,000","1,200","69,000","72,000","68,900","222,710",삼성전자
1996.07.16,"68,800",800,"67,000","69,100","66,500","55,880",삼성전자
1996.07.15,"68,000",900,"69,000","69,500","68,000","66,490",삼성전자
1996.07.13,"68,900",100,"69,000","69,500","68,900","59,150",삼성전자
1996.07.12,"68,800",0,"68,800","70,000","68,300","91,420",삼성전자
1996.07.11,"68,800","1,800","70,600","70,800","68,500","109,690",삼성전자
1996.07.10,"70,600","1,100","71,700","72,000","70,500","99,200",삼성전자
1996.07.09,"71,700",800,"70,900","71,700","70,100","64,910",삼성전자
1996.07.08,"70,900",600,"71,600","71,600","70,800","62,100",삼성전자
1996.07.06,"71,500",200,"71,300","72,700","71,300","35,510",삼성전자
1996.07.05,"71,300",600,"72,000","72,300","71,000","77,960",삼성전자
1996.07.04,"71,900",600,"72,800","73,000","71,500","80,830",삼성전자
1996.07.03,"72,500",400,"72,900","73,200","71,700","100,330",삼성전자
1996.07.02,"72,900",900,"72,000","74,100","72,000","276,270",삼성전자
1996.07.01,"72,000","3,500","69,000","72,300","68,800","147,310",삼성전자
1996.06.29,"68,500",400,"68,100","69,100","67,100","96,710",삼성전자
1996.06.28,"68,100","1,200","67,300","68,500","67,200","138,430",삼성전자
1996.06.27,"66,900",800,"67,500","67,700","66,700","155,450",삼성전자
1996.06.26,"67,700",200,"67,600","67,900","66,000","136,630",삼성전자
1996.06.25,"67,500",0,"66,500","68,300","65,600","112,960",삼성전자
2023.05.04,"109,200",100,"109,000","110,000","108,000","435,298",LG전자
2023.05.03,"109,300",200,"109,100","109,400","107,900","371,989",LG전자
2023.05.02,"109,500",200,"109,300","109,800","108,700","443,845",LG전자
2023.04.28,"109,300","1,600","109,900","110,500","108,200","808,675",LG전자
2023.04.27,"107,700",700,"108,500","108,900","106,900","522,016",LG전자
2023.04.26,"108,400",500,"109,000","110,100","108,000","603,110",LG전자
2023.04.25,"108,900","1,500","107,700","109,900","106,300","1,051,431",LG전자
2023.04.24,"107,400",400,"107,200","108,500","107,200","561,213",LG전자
2023.04.21,"107,800","2,800","110,300","110,600","106,900","1,187,692",LG전자
2023.04.20,"110,600","2,300","112,600","113,300","109,300","877,927",LG전자
2023.04.19,"112,900","1,300","112,600","113,500","111,800","747,852",LG전자
2023.04.18,"111,600",600,"112,300","113,000","111,000","1,014,529",LG전자
2023.04.17,"112,200","3,000","115,100","115,100","111,700","1,014,716",LG전자
2023.04.14,"115,200",100,"116,100","116,900","114,600","795,003",LG전자
2023.04.13,"115,300",700,"116,000","117,500","113,500","1,275,287",LG전자
2023.04.12,"114,600","2,000","112,700","114,900","112,700","1,116,912",LG전자
2023.04.11,"112,600",400,"113,500","114,200","112,100","1,095,649",LG전자
2023.04.10,"113,000","1,300","115,000","115,900","112,600","1,018,183",LG전자
2023.04.07,"114,300",400,"115,500","116,100","113,800","921,786",LG전자
2023.04.06,"113,900","2,900","117,400","118,100","113,600","891,174",LG전자
2023.04.05,"116,800",900,"116,700","119,700","116,100","1,010,185",LG전자
2023.04.04,"115,900","2,100","114,300","117,200","112,800","896,834",LG전자
2023.04.03,"113,800","1,500","116,000","116,300","113,200","713,112",LG전자
2023.03.31,"115,300","2,200","114,100","115,700","113,800","855,187",LG전자
2023.03.30,"113,100",600,"114,500","115,600","113,100","570,965",LG전자
2023.03.29,"113,700","1,900","112,900","114,500","112,700","554,609",LG전자
2023.03.28,"111,800","1,700","113,000","113,100","109,000","1,263,322",LG전자
2023.03.27,"113,500",500,"113,000","114,500","111,000","778,173",LG전자
2023.03.24,"113,000","1,200","111,900","113,500","111,000","893,158",LG전자
2023.03.23,"111,800","2,400","113,700","114,700","110,300","1,324,425",LG전자
2023.03.22,"114,200",900,"115,500","116,500","113,600","756,170",LG전자
2023.03.21,"113,300",600,"114,500","114,700","112,400","712,657",LG전자
2023.03.20,"113,900","4,000","118,200","118,500","112,900","965,943",LG전자
2023.03.17,"117,900",400,"119,000","119,500","116,900","918,172",LG전자
2023.03.16,"117,500",100,"116,000","119,200","115,800","916,862",LG전자
2023.03.15,"117,400","5,600","114,600","117,800","113,200","1,133,693",LG전자
2023.03.14,"111,800","5,700","116,700","117,300","111,200","1,114,429",LG전자
2023.03.13,"117,500","1,800","116,000","118,500","113,600","851,620",LG전자
2023.03.10,"115,700","1,300","115,400","118,300","114,600","858,971",LG전자
2023.03.09,"117,000",500,"119,600","121,400","116,700","1,144,788",LG전자
2023.03.08,"117,500","3,100","116,200","120,600","116,200","1,731,900",LG전자
2023.03.07,"114,400",100,"114,400","115,400","112,200","748,490",LG전자
2023.03.06,"114,500","3,700","112,000","115,500","111,100","964,347",LG전자
2023.03.03,"110,800",600,"112,500","113,400","109,500","475,873",LG전자
2023.03.02,"111,400",200,"110,600","112,400","110,600","484,235",LG전자
2023.02.28,"111,200","1,500","113,400","113,400","110,500","666,842",LG전자
2023.02.27,"112,700",700,"112,800","114,100","111,400","556,263",LG전자
2023.02.24,"113,400","1,300","115,000","115,700","112,400","711,338",LG전자
2023.02.23,"114,700","3,600","112,400","117,000","112,300","1,414,208",LG전자
2023.02.22,"111,100","2,900","113,000","113,800","111,000","692,730",LG전자
2023.02.21,"114,000",700,"113,200","116,100","112,600","735,027",LG전자
2023.02.20,"113,300",600,"114,000","115,100","112,800","730,359",LG전자
2023.02.17,"113,900",100,"112,600","115,500","112,100","735,524",LG전자
2023.02.16,"114,000","1,200","114,000","116,400","113,200","1,080,764",LG전자
2023.02.15,"112,800",500,"113,600","114,200","112,400","1,108,858",LG전자
2023.02.14,"113,300","6,100","108,700","114,200","108,700","1,957,756",LG전자
2023.02.13,"107,200","3,400","110,000","110,000","105,500","907,871",LG전자
2023.02.10,"110,600","2,600","108,000","112,200","106,900","1,330,878",LG전자
2023.02.09,"108,000",400,"106,600","108,800","105,000","1,189,827",LG전자
2023.02.08,"107,600","5,600","102,500","108,800","102,200","1,809,917",LG전자
2023.02.07,"102,000",400,"101,800","103,000","101,300","568,693",LG전자
2023.02.06,"101,600",800,"100,900","102,900","100,000","663,779",LG전자
2023.02.03,"100,800",100,"101,300","102,100","100,200","493,356",LG전자
2023.02.02,"100,900","1,800","100,100","101,500","99,000","727,164",LG전자
2023.02.01,"99,100","1,000","100,100","100,100","98,100","738,213",LG전자
2023.01.31,"100,100",300,"99,900","103,200","99,200","1,140,938",LG전자
2023.01.30,"100,400","2,300","100,000","101,200","98,100","1,322,757",LG전자
2023.01.27,"98,100",200,"98,100","100,000","97,500","813,280",LG전자
2023.01.26,"97,900","1,300","96,400","97,900","95,800","496,024",LG전자
2023.01.25,"96,600",300,"97,200","97,800","96,200","403,888",LG전자
2023.01.20,"96,300",0,"96,200","96,700","95,000","391,157",LG전자
2023.01.19,"96,300","1,100","94,200","97,100","94,100","601,293",LG전자
2023.01.18,"95,200",500,"94,700","95,600","94,200","458,888",LG전자
2023.01.17,"94,700",300,"94,200","95,200","93,300","511,231",LG전자
2023.01.16,"94,400",200,"94,700","95,800","92,700","458,632",LG전자
2023.01.13,"94,200",500,"94,100","95,300","93,600","500,644",LG전자
2023.01.12,"93,700","1,100","95,000","95,500","93,100","487,521",LG전자
2023.01.11,"94,800",300,"95,300","95,800","93,800","454,625",LG전자
2023.01.10,"95,100",0,"94,900","95,300","93,600","583,121",LG전자
2023.01.09,"95,100","4,400","91,600","95,500","91,600","1,246,443",LG전자
2023.01.06,"90,700",800,"88,700","91,600","88,700","520,258",LG전자
2023.01.05,"89,900",200,"89,700","90,500","89,000","372,671",LG전자
2023.01.04,"89,700","4,000","84,900","89,700","84,500","582,484",LG전자
2023.01.03,"85,700",700,"86,400","87,000","83,500","535,289",LG전자
2023.01.02,"86,400",100,"87,200","87,600","86,300","256,377",LG전자
2022.12.29,"86,500","2,900","88,500","89,400","86,500","451,139",LG전자
2022.12.28,"89,400",300,"89,200","90,700","88,600","490,113",LG전자
2022.12.27,"89,700",800,"89,500","90,400","89,100","553,886",LG전자
2022.12.26,"88,900","2,000","90,900","91,000","88,700","466,302",LG전자
2022.12.23,"90,900",600,"88,500","92,200","88,200","946,249",LG전자
2022.12.22,"90,300","4,400","86,500","91,700","86,500","1,421,236",LG전자
2022.12.21,"85,900",200,"86,700","86,800","85,000","255,814",LG전자
2022.12.20,"86,100",800,"86,600","86,700","85,300","340,339",LG전자
2022.12.19,"86,900",300,"87,200","87,800","86,100","432,162",LG전자
2022.12.16,"87,200","1,500","87,000","87,900","85,800","625,891",LG전자
2022.12.15,"88,700","1,200","89,500","89,600","88,500","244,911",LG전자
2022.12.14,"89,900","1,800","88,800","90,100","88,500","471,240",LG전자
2022.12.13,"88,100","1,700","90,200","90,300","87,700","588,048",LG전자
2022.12.12,"89,800","1,200","89,800","91,300","89,500","431,521",LG전자
2022.12.09,"91,000","1,200","90,500","91,200","89,700","599,973",LG전자
2022.12.08,"89,800",500,"89,600","90,700","88,800","922,814",LG전자
2022.12.07,"90,300","6,900","95,000","95,500","89,500","1,994,747",LG전자
2022.12.06,"97,200",400,"95,900","100,500","95,500","1,145,457",LG전자
2022.12.05,"96,800",200,"97,200","97,700","95,900","462,365",LG전자
2022.12.02,"96,600",400,"96,400","98,500","95,400","809,770",LG전자
2022.12.01,"96,200","1,400","98,900","99,000","96,100","656,245",LG전자
